class_idx,class_name,cx,cy,w,h,x_min,y_min,x_max,y_max,image_file,image_id,source,label_confidence
0,normal,0.63125,0.2375,0.109375,0.0625,369,132,439,172,syn_00228.jpg,syn_00228,synthetic,synthetic
0,normal,0.184375,0.11640625,0.05,0.1015625,102,42,134,107,syn_00228.jpg,syn_00228,synthetic,synthetic
0,normal,0.7578125,0.6890625,0.134375,0.05625,442,423,528,459,syn_00228.jpg,syn_00228,synthetic,synthetic
4,cytoplasmic_droplet,0.921875,0.14375,0.05,0.090625,574,63,606,121,syn_00228.jpg,syn_00228,synthetic,synthetic
5,other_abnormal,0.11171875,0.3171875,0.1203125,0.040625,33,190,110,216,syn_00228.jpg,syn_00228,synthetic,synthetic
1,abnormal_head,0.90390625,0.71328125,0.1140625,0.1078125,542,422,615,491,syn_00228.jpg,syn_00228,synthetic,synthetic
4,cytoplasmic_droplet,0.3796875,0.6453125,0.115625,0.1,206,381,280,445,syn_00228.jpg,syn_00228,synthetic,synthetic
1,abnormal_head,0.675,0.928125,0.075,0.08125,408,568,456,620,syn_00228.jpg,syn_00228,synthetic,synthetic
0,normal,0.215625,0.38671875,0.0875,0.1171875,110,210,166,285,syn_00228.jpg,syn_00228,synthetic,synthetic
0,normal,0.52578125,0.10859375,0.0984375,0.0921875,305,40,368,99,syn_00228.jpg,syn_00228,synthetic,synthetic
3,abnormal_tail,0.4171875,0.8875,0.059375,0.040625,248,555,286,581,syn_00228.jpg,syn_00228,synthetic,synthetic
1,abnormal_head,0.8546875,0.71015625,0.084375,0.1015625,520,422,574,487,syn_00228.jpg,syn_00228,synthetic,synthetic
0,normal,0.4734375,0.77734375,0.025,0.1109375,295,462,311,533,syn_00228.jpg,syn_00228,synthetic,synthetic
2,abnormal_midpiece,0.21015625,0.3109375,0.1078125,0.0375,100,187,169,211,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.0390625,0.5984375,0.078125,0.075,0,359,50,407,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.628125,0.715625,0.0375,0.128125,390,417,414,499,syn_00229.jpg,syn_00229,synthetic,synthetic
1,abnormal_head,0.778125,0.78828125,0.09375,0.1078125,468,470,528,539,syn_00229.jpg,syn_00229,synthetic,synthetic
2,abnormal_midpiece,0.4046875,0.365625,0.084375,0.096875,232,203,286,265,syn_00229.jpg,syn_00229,synthetic,synthetic
5,other_abnormal,0.22109375,0.615625,0.1140625,0.078125,105,369,178,419,syn_00229.jpg,syn_00229,synthetic,synthetic
3,abnormal_tail,0.484375,0.678125,0.04375,0.071875,296,411,324,457,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.24296875,0.7296875,0.0734375,0.046875,132,452,179,482,syn_00229.jpg,syn_00229,synthetic,synthetic
3,abnormal_tail,0.7265625,0.859375,0.078125,0.059375,440,531,490,569,syn_00229.jpg,syn_00229,synthetic,synthetic
1,abnormal_head,0.81484375,0.8078125,0.0671875,0.1125,500,481,543,553,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.43671875,0.25,0.1203125,0.071875,241,137,318,183,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.784375,0.1625,0.0375,0.115625,490,67,514,141,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.82265625,0.10078125,0.0765625,0.0796875,502,39,551,90,syn_00229.jpg,syn_00229,synthetic,synthetic
2,abnormal_midpiece,0.596875,0.7671875,0.05,0.128125,366,450,398,532,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.1765625,0.75625,0.0875,0.05625,85,466,141,502,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.5421875,0.1515625,0.028125,0.13125,338,55,356,139,syn_00229.jpg,syn_00229,synthetic,synthetic
4,cytoplasmic_droplet,0.0609375,0.8796875,0.121875,0.08125,0,537,78,589,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.36640625,0.2953125,0.1109375,0.05625,199,171,270,207,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.2453125,0.62578125,0.034375,0.1265625,146,360,168,441,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.48046875,0.17421875,0.0609375,0.1453125,288,65,327,158,syn_00229.jpg,syn_00229,synthetic,synthetic
2,abnormal_midpiece,0.40078125,0.78203125,0.0953125,0.1328125,226,458,287,543,syn_00229.jpg,syn_00229,synthetic,synthetic
2,abnormal_midpiece,0.775,0.2046875,0.05,0.08125,480,105,512,157,syn_00229.jpg,syn_00229,synthetic,synthetic
1,abnormal_head,0.6234375,0.7609375,0.065625,0.10625,378,453,420,521,syn_00229.jpg,syn_00229,synthetic,synthetic
0,normal,0.3640625,0.04921875,0.084375,0.0984375,206,0,260,63,syn_00229.jpg,syn_00229,synthetic,synthetic
2,abnormal_midpiece,0.4796875,0.71015625,0.0375,0.1046875,295,421,319,488,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.56328125,0.2078125,0.0640625,0.096875,340,102,381,164,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.39296875,0.35078125,0.0484375,0.1515625,236,176,267,273,syn_00230.jpg,syn_00230,synthetic,synthetic
1,abnormal_head,0.81953125,0.453125,0.0890625,0.071875,496,267,553,313,syn_00230.jpg,syn_00230,synthetic,synthetic
3,abnormal_tail,0.90546875,0.721875,0.0609375,0.05625,560,444,599,480,syn_00230.jpg,syn_00230,synthetic,synthetic
1,abnormal_head,0.89453125,0.10859375,0.0546875,0.0765625,555,45,590,94,syn_00230.jpg,syn_00230,synthetic,synthetic
2,abnormal_midpiece,0.9140625,0.9484375,0.04375,0.1,571,575,599,639,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.5359375,0.190625,0.08125,0.0875,317,94,369,150,syn_00230.jpg,syn_00230,synthetic,synthetic
1,abnormal_head,0.39296875,0.56640625,0.1421875,0.0734375,206,339,297,386,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.11171875,0.32578125,0.1046875,0.0703125,38,186,105,231,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.275,0.52109375,0.05,0.1265625,160,293,192,374,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.790625,0.27578125,0.0875,0.0765625,478,152,534,201,syn_00230.jpg,syn_00230,synthetic,synthetic
5,other_abnormal,0.1375,0.5671875,0.109375,0.046875,53,348,123,378,syn_00230.jpg,syn_00230,synthetic,synthetic
4,cytoplasmic_droplet,0.88828125,0.4328125,0.1109375,0.0875,533,249,604,305,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.28671875,0.0859375,0.0953125,0.06875,153,33,214,77,syn_00230.jpg,syn_00230,synthetic,synthetic
0,normal,0.8375,0.14375,0.08125,0.1,510,60,562,124,syn_00230.jpg,syn_00230,synthetic,synthetic
4,cytoplasmic_droplet,0.1890625,0.878125,0.115625,0.096875,84,531,158,593,syn_00231.jpg,syn_00231,synthetic,synthetic
0,normal,0.38828125,0.1125,0.1015625,0.06875,216,50,281,94,syn_00231.jpg,syn_00231,synthetic,synthetic
0,normal,0.596875,0.8671875,0.103125,0.065625,349,534,415,576,syn_00231.jpg,syn_00231,synthetic,synthetic
0,normal,0.41953125,0.7296875,0.0671875,0.11875,247,429,290,505,syn_00231.jpg,syn_00231,synthetic,synthetic
2,abnormal_midpiece,0.51171875,0.3765625,0.1140625,0.071875,291,218,364,264,syn_00231.jpg,syn_00231,synthetic,synthetic
0,normal,0.809375,0.26953125,0.065625,0.1234375,497,133,539,212,syn_00231.jpg,syn_00231,synthetic,synthetic
0,normal,0.1390625,0.91640625,0.053125,0.1421875,72,541,106,632,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.1015625,0.4953125,0.053125,0.10625,48,283,82,351,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.40078125,0.62578125,0.0515625,0.0859375,240,373,273,428,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.853125,0.878125,0.084375,0.053125,519,545,573,579,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.61875,0.28125,0.09375,0.06875,366,158,426,202,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.27890625,0.4984375,0.1015625,0.046875,146,304,211,334,syn_00232.jpg,syn_00232,synthetic,synthetic
4,cytoplasmic_droplet,0.340625,0.5734375,0.040625,0.140625,205,322,231,412,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.78671875,0.27578125,0.0703125,0.0796875,481,151,526,202,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.22421875,0.8453125,0.0859375,0.04375,116,527,171,555,syn_00232.jpg,syn_00232,synthetic,synthetic
1,abnormal_head,0.49765625,0.4515625,0.0953125,0.059375,288,270,349,308,syn_00232.jpg,syn_00232,synthetic,synthetic
5,other_abnormal,0.95234375,0.4046875,0.0765625,0.0625,585,239,634,279,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.0921875,0.78359375,0.11875,0.0734375,21,478,97,525,syn_00232.jpg,syn_00232,synthetic,synthetic
1,abnormal_head,0.71953125,0.9046875,0.1234375,0.05625,421,561,500,597,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.5703125,0.33046875,0.075,0.1296875,341,170,389,253,syn_00232.jpg,syn_00232,synthetic,synthetic
1,abnormal_head,0.6625,0.096875,0.1125,0.08125,388,36,460,88,syn_00232.jpg,syn_00232,synthetic,synthetic
1,abnormal_head,0.7484375,0.5125,0.10625,0.0875,445,300,513,356,syn_00232.jpg,syn_00232,synthetic,synthetic
1,abnormal_head,0.528125,0.55625,0.071875,0.0875,315,328,361,384,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.096875,0.0859375,0.053125,0.09375,45,25,79,85,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.48203125,0.9171875,0.1140625,0.040625,272,574,345,600,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.21875,0.4453125,0.075,0.0375,116,273,164,297,syn_00232.jpg,syn_00232,synthetic,synthetic
0,normal,0.35703125,0.49921875,0.1078125,0.0953125,194,289,263,350,syn_00232.jpg,syn_00232,synthetic,synthetic
1,abnormal_head,0.69765625,0.3984375,0.1234375,0.0625,407,235,486,275,syn_00233.jpg,syn_00233,synthetic,synthetic
3,abnormal_tail,0.2890625,0.7046875,0.040625,0.08125,172,425,198,477,syn_00233.jpg,syn_00233,synthetic,synthetic
1,abnormal_head,0.84453125,0.60234375,0.0984375,0.0703125,509,363,572,408,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.5109375,0.6,0.109375,0.075,292,360,362,408,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.9109375,0.39375,0.084375,0.0875,556,224,610,280,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.58515625,0.6203125,0.0515625,0.10625,358,363,391,431,syn_00233.jpg,syn_00233,synthetic,synthetic
3,abnormal_tail,0.7984375,0.15390625,0.059375,0.0921875,492,69,530,128,syn_00233.jpg,syn_00233,synthetic,synthetic
1,abnormal_head,0.5703125,0.5984375,0.084375,0.103125,338,350,392,416,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.89609375,0.76796875,0.0765625,0.0859375,549,464,598,519,syn_00233.jpg,syn_00233,synthetic,synthetic
3,abnormal_tail,0.51640625,0.8609375,0.0890625,0.071875,302,528,359,574,syn_00233.jpg,syn_00233,synthetic,synthetic
1,abnormal_head,0.4890625,0.43203125,0.071875,0.1296875,290,235,336,318,syn_00233.jpg,syn_00233,synthetic,synthetic
1,abnormal_head,0.753125,0.05859375,0.06875,0.1171875,460,0,504,75,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.61796875,0.621875,0.0703125,0.09375,373,368,418,428,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.503125,0.06796875,0.04375,0.1359375,308,0,336,87,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.246875,0.15546875,0.103125,0.0640625,125,79,191,120,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.4875,0.92265625,0.084375,0.0953125,285,560,339,621,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.184375,0.33828125,0.125,0.0671875,78,195,158,238,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.4171875,0.928125,0.103125,0.053125,234,577,300,611,syn_00233.jpg,syn_00233,synthetic,synthetic
1,abnormal_head,0.6109375,0.06640625,0.09375,0.0890625,361,14,421,71,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.6078125,0.2640625,0.040625,0.11875,376,131,402,207,syn_00233.jpg,syn_00233,synthetic,synthetic
0,normal,0.6640625,0.5140625,0.084375,0.075,398,305,452,353,syn_00234.jpg,syn_00234,synthetic,synthetic
5,other_abnormal,0.09453125,0.06640625,0.0390625,0.1328125,48,0,73,85,syn_00234.jpg,syn_00234,synthetic,synthetic
5,other_abnormal,0.11484375,0.36328125,0.0453125,0.1359375,59,189,88,276,syn_00234.jpg,syn_00234,synthetic,synthetic
3,abnormal_tail,0.70546875,0.61484375,0.0515625,0.0515625,435,377,468,410,syn_00234.jpg,syn_00234,synthetic,synthetic
1,abnormal_head,0.809375,0.7421875,0.115625,0.0375,481,463,555,487,syn_00234.jpg,syn_00234,synthetic,synthetic
4,cytoplasmic_droplet,0.46171875,0.13203125,0.1171875,0.1234375,258,45,333,124,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.8296875,0.7921875,0.121875,0.075,492,483,570,531,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.2109375,0.5296875,0.06875,0.153125,113,290,157,388,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.571875,0.50859375,0.06875,0.0859375,344,298,388,353,syn_00234.jpg,syn_00234,synthetic,synthetic
3,abnormal_tail,0.5703125,0.403125,0.04375,0.0625,351,238,379,278,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.16796875,0.7046875,0.0515625,0.128125,91,410,124,492,syn_00234.jpg,syn_00234,synthetic,synthetic
4,cytoplasmic_droplet,0.459375,0.2046875,0.1125,0.09375,258,101,330,161,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.66875,0.30546875,0.065625,0.0734375,407,172,449,219,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.1125,0.496875,0.09375,0.06875,42,296,102,340,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.11796875,0.47421875,0.0296875,0.0953125,66,273,85,334,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.6125,0.4796875,0.084375,0.040625,365,294,419,320,syn_00234.jpg,syn_00234,synthetic,synthetic
4,cytoplasmic_droplet,0.775,0.31484375,0.05625,0.1078125,478,167,514,236,syn_00234.jpg,syn_00234,synthetic,synthetic
5,other_abnormal,0.240625,0.3578125,0.096875,0.065625,123,208,185,250,syn_00234.jpg,syn_00234,synthetic,synthetic
0,normal,0.2640625,0.24921875,0.121875,0.0953125,130,129,208,190,syn_00234.jpg,syn_00234,synthetic,synthetic
5,other_abnormal,0.3984375,0.875,0.11875,0.084375,217,533,293,587,syn_00235.jpg,syn_00235,synthetic,synthetic
3,abnormal_tail,0.80859375,0.6625,0.0640625,0.046875,497,409,538,439,syn_00235.jpg,syn_00235,synthetic,synthetic
3,abnormal_tail,0.496875,0.8125,0.046875,0.06875,303,498,333,542,syn_00235.jpg,syn_00235,synthetic,synthetic
0,normal,0.40625,0.69609375,0.0375,0.1015625,248,413,272,478,syn_00235.jpg,syn_00235,synthetic,synthetic
0,normal,0.77109375,0.578125,0.0828125,0.06875,467,348,520,392,syn_00235.jpg,syn_00235,synthetic,synthetic
0,normal,0.234375,0.76484375,0.078125,0.1078125,125,455,175,524,syn_00235.jpg,syn_00235,synthetic,synthetic
0,normal,0.57890625,0.4171875,0.0546875,0.1375,353,223,388,311,syn_00235.jpg,syn_00235,synthetic,synthetic
3,abnormal_tail,0.7765625,0.93125,0.06875,0.08125,475,570,519,622,syn_00235.jpg,syn_00235,synthetic,synthetic
1,abnormal_head,0.1265625,0.209375,0.096875,0.0875,50,106,112,162,syn_00235.jpg,syn_00235,synthetic,synthetic
1,abnormal_head,0.60390625,0.34375,0.1265625,0.05,346,204,427,236,syn_00235.jpg,syn_00235,synthetic,synthetic
0,normal,0.44921875,0.5765625,0.0828125,0.078125,261,344,314,394,syn_00235.jpg,syn_00235,synthetic,synthetic
1,abnormal_head,0.246875,0.21484375,0.096875,0.1328125,127,95,189,180,syn_00236.jpg,syn_00236,synthetic,synthetic
0,normal,0.90703125,0.8078125,0.0984375,0.071875,549,494,612,540,syn_00236.jpg,syn_00236,synthetic,synthetic
3,abnormal_tail,0.43203125,0.109375,0.0640625,0.059375,256,51,297,89,syn_00236.jpg,syn_00236,synthetic,synthetic
1,abnormal_head,0.67890625,0.78203125,0.0890625,0.0921875,406,471,463,530,syn_00236.jpg,syn_00236,synthetic,synthetic
0,normal,0.45546875,0.834375,0.1046875,0.05,258,518,325,550,syn_00236.jpg,syn_00236,synthetic,synthetic
0,normal,0.1796875,0.31953125,0.096875,0.0890625,84,176,146,233,syn_00236.jpg,syn_00236,synthetic,synthetic
2,abnormal_midpiece,0.86484375,0.2625,0.0890625,0.059375,525,149,582,187,syn_00236.jpg,syn_00236,synthetic,synthetic
1,abnormal_head,0.54140625,0.4421875,0.0546875,0.1375,329,239,364,327,syn_00236.jpg,syn_00236,synthetic,synthetic
0,normal,0.340625,0.3265625,0.053125,0.1,201,177,235,241,syn_00236.jpg,syn_00236,synthetic,synthetic
0,normal,0.51015625,0.8953125,0.1109375,0.078125,291,548,362,598,syn_00236.jpg,syn_00236,synthetic,synthetic
3,abnormal_tail,0.83125,0.82734375,0.046875,0.0890625,517,501,547,558,syn_00237.jpg,syn_00237,synthetic,synthetic
0,normal,0.2328125,0.34375,0.096875,0.053125,118,203,180,237,syn_00237.jpg,syn_00237,synthetic,synthetic
0,normal,0.73046875,0.2265625,0.1109375,0.06875,432,123,503,167,syn_00237.jpg,syn_00237,synthetic,synthetic
0,normal,0.30546875,0.5578125,0.0859375,0.1125,168,321,223,393,syn_00237.jpg,syn_00237,synthetic,synthetic
0,normal,0.24375,0.82578125,0.0625,0.0734375,136,505,176,552,syn_00237.jpg,syn_00237,synthetic,synthetic
0,normal,0.47421875,0.11484375,0.1203125,0.0859375,265,46,342,101,syn_00237.jpg,syn_00237,synthetic,synthetic
1,abnormal_head,0.8421875,0.521875,0.103125,0.075,506,310,572,358,syn_00237.jpg,syn_00237,synthetic,synthetic
2,abnormal_midpiece,0.92421875,0.65546875,0.0578125,0.1359375,573,376,610,463,syn_00237.jpg,syn_00237,synthetic,synthetic
3,abnormal_tail,0.52109375,0.909375,0.0671875,0.071875,312,559,355,605,syn_00237.jpg,syn_00237,synthetic,synthetic
0,normal,0.70234375,0.134375,0.1015625,0.059375,417,67,482,105,syn_00237.jpg,syn_00237,synthetic,synthetic
3,abnormal_tail,0.75625,0.5375,0.065625,0.090625,463,315,505,373,syn_00237.jpg,syn_00237,synthetic,synthetic
5,other_abnormal,0.9296875,0.36796875,0.04375,0.1109375,581,200,609,271,syn_00238.jpg,syn_00238,synthetic,synthetic
0,normal,0.2390625,0.6796875,0.10625,0.078125,119,410,187,460,syn_00238.jpg,syn_00238,synthetic,synthetic
1,abnormal_head,0.10625,0.21015625,0.08125,0.1078125,42,100,94,169,syn_00238.jpg,syn_00238,synthetic,synthetic
1,abnormal_head,0.259375,0.4671875,0.1,0.06875,134,277,198,321,syn_00238.jpg,syn_00238,synthetic,synthetic
1,abnormal_head,0.153125,0.59375,0.046875,0.1,83,348,113,412,syn_00238.jpg,syn_00238,synthetic,synthetic
0,normal,0.4515625,0.7578125,0.053125,0.109375,272,450,306,520,syn_00238.jpg,syn_00238,synthetic,synthetic
2,abnormal_midpiece,0.51640625,0.1953125,0.0421875,0.15,317,77,344,173,syn_00238.jpg,syn_00238,synthetic,synthetic
0,normal,0.375,0.7890625,0.04375,0.09375,226,475,254,535,syn_00238.jpg,syn_00238,synthetic,synthetic
0,normal,0.82265625,0.58671875,0.0578125,0.1390625,508,331,545,420,syn_00238.jpg,syn_00238,synthetic,synthetic
5,other_abnormal,0.32265625,0.54921875,0.0703125,0.0921875,184,322,229,381,syn_00238.jpg,syn_00238,synthetic,synthetic
5,other_abnormal,0.13515625,0.4828125,0.0921875,0.075,57,285,116,333,syn_00238.jpg,syn_00238,synthetic,synthetic
0,normal,0.16015625,0.053125,0.0578125,0.10625,84,0,121,68,syn_00238.jpg,syn_00238,synthetic,synthetic
4,cytoplasmic_droplet,0.7296875,0.54375,0.103125,0.053125,434,331,500,365,syn_00238.jpg,syn_00238,synthetic,synthetic
1,abnormal_head,0.571875,0.89609375,0.084375,0.1453125,339,527,393,620,syn_00238.jpg,syn_00238,synthetic,synthetic
0,normal,0.66875,0.3375,0.053125,0.121875,411,177,445,255,syn_00239.jpg,syn_00239,synthetic,synthetic
4,cytoplasmic_droplet,0.7890625,0.07734375,0.096875,0.0640625,474,29,536,70,syn_00239.jpg,syn_00239,synthetic,synthetic
4,cytoplasmic_droplet,0.6703125,0.228125,0.05625,0.1625,411,94,447,198,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.1234375,0.46484375,0.08125,0.0765625,53,273,105,322,syn_00239.jpg,syn_00239,synthetic,synthetic
1,abnormal_head,0.11875,0.2984375,0.115625,0.06875,39,169,113,213,syn_00239.jpg,syn_00239,synthetic,synthetic
2,abnormal_midpiece,0.625,0.1296875,0.034375,0.1125,389,47,411,119,syn_00239.jpg,syn_00239,synthetic,synthetic
3,abnormal_tail,0.2375,0.7140625,0.046875,0.05,137,441,167,473,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.84375,0.9125,0.04375,0.103125,526,551,554,617,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.0796875,0.15546875,0.040625,0.0953125,38,69,64,130,syn_00239.jpg,syn_00239,synthetic,synthetic
5,other_abnormal,0.4140625,0.1421875,0.05,0.075,249,67,281,115,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.2765625,0.2625,0.0375,0.121875,165,129,189,207,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.74140625,0.6640625,0.1265625,0.059375,434,406,515,444,syn_00239.jpg,syn_00239,synthetic,synthetic
4,cytoplasmic_droplet,0.46640625,0.09609375,0.1140625,0.0484375,262,46,335,77,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.6046875,0.94375,0.075,0.109375,363,569,411,639,syn_00239.jpg,syn_00239,synthetic,synthetic
0,normal,0.4796875,0.721875,0.065625,0.103125,286,429,328,495,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.390625,0.3015625,0.128125,0.04375,209,179,291,207,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.35390625,0.74140625,0.1140625,0.0609375,190,455,263,494,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.7015625,0.8203125,0.090625,0.0625,420,505,478,545,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.76015625,0.34375,0.0671875,0.11875,465,182,508,258,syn_00240.jpg,syn_00240,synthetic,synthetic
2,abnormal_midpiece,0.34375,0.27734375,0.09375,0.1015625,190,145,250,210,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.16796875,0.70625,0.0953125,0.103125,77,419,138,485,syn_00240.jpg,syn_00240,synthetic,synthetic
4,cytoplasmic_droplet,0.31328125,0.6,0.0390625,0.165625,188,331,213,437,syn_00240.jpg,syn_00240,synthetic,synthetic
4,cytoplasmic_droplet,0.5328125,0.746875,0.090625,0.109375,312,443,370,513,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.2265625,0.7109375,0.1,0.0625,113,435,177,475,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.5875,0.11484375,0.04375,0.0953125,362,43,390,104,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.1890625,0.90546875,0.115625,0.0859375,84,552,158,607,syn_00240.jpg,syn_00240,synthetic,synthetic
2,abnormal_midpiece,0.5921875,0.2140625,0.08125,0.05625,353,119,405,155,syn_00240.jpg,syn_00240,synthetic,synthetic
1,abnormal_head,0.8734375,0.4078125,0.0625,0.10625,539,227,579,295,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.584375,0.6953125,0.0875,0.078125,346,420,402,470,syn_00240.jpg,syn_00240,synthetic,synthetic
1,abnormal_head,0.16796875,0.4609375,0.0734375,0.103125,84,262,131,328,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.753125,0.7578125,0.0875,0.08125,454,459,510,511,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.81953125,0.31015625,0.1109375,0.1109375,489,163,560,234,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.478125,0.35390625,0.046875,0.1359375,291,183,321,270,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.46640625,0.50390625,0.0765625,0.1109375,274,287,323,358,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.18046875,0.85625,0.1046875,0.0375,82,536,149,560,syn_00240.jpg,syn_00240,synthetic,synthetic
0,normal,0.84140625,0.19453125,0.0890625,0.0703125,510,102,567,147,syn_00240.jpg,syn_00240,synthetic,synthetic
1,abnormal_head,0.1828125,0.10078125,0.08125,0.1015625,91,32,143,97,syn_00241.jpg,syn_00241,synthetic,synthetic
4,cytoplasmic_droplet,0.09921875,0.1,0.0984375,0.075,32,40,95,88,syn_00241.jpg,syn_00241,synthetic,synthetic
1,abnormal_head,0.81015625,0.078125,0.1359375,0.075,475,26,562,74,syn_00241.jpg,syn_00241,synthetic,synthetic
0,normal,0.75234375,0.4953125,0.0453125,0.10625,467,283,496,351,syn_00241.jpg,syn_00241,synthetic,synthetic
0,normal,0.4796875,0.8515625,0.1125,0.053125,271,528,343,562,syn_00241.jpg,syn_00241,synthetic,synthetic
5,other_abnormal,0.9109375,0.77265625,0.040625,0.1015625,570,462,596,527,syn_00241.jpg,syn_00241,synthetic,synthetic
1,abnormal_head,0.79375,0.4578125,0.075,0.084375,484,266,532,320,syn_00241.jpg,syn_00241,synthetic,synthetic
0,normal,0.71796875,0.1453125,0.0765625,0.10625,435,59,484,127,syn_00241.jpg,syn_00241,synthetic,synthetic
0,normal,0.94921875,0.778125,0.0953125,0.084375,577,471,638,525,syn_00241.jpg,syn_00241,synthetic,synthetic
2,abnormal_midpiece,0.58671875,0.77734375,0.0453125,0.1203125,361,459,390,536,syn_00241.jpg,syn_00241,synthetic,synthetic
1,abnormal_head,0.21875,0.828125,0.109375,0.05,105,514,175,546,syn_00241.jpg,syn_00241,synthetic,synthetic
4,cytoplasmic_droplet,0.53984375,0.59375,0.1296875,0.065625,304,359,387,401,syn_00241.jpg,syn_00241,synthetic,synthetic
5,other_abnormal,0.72890625,0.3890625,0.0890625,0.09375,438,219,495,279,syn_00241.jpg,syn_00241,synthetic,synthetic
2,abnormal_midpiece,0.2375,0.471875,0.08125,0.0625,126,282,178,322,syn_00241.jpg,syn_00241,synthetic,synthetic
0,normal,0.7078125,0.5625,0.1125,0.078125,417,335,489,385,syn_00241.jpg,syn_00241,synthetic,synthetic
2,abnormal_midpiece,0.77578125,0.184375,0.1078125,0.125,462,78,531,158,syn_00241.jpg,syn_00241,synthetic,synthetic
1,abnormal_head,0.8796875,0.73984375,0.053125,0.1265625,546,433,580,514,syn_00241.jpg,syn_00241,synthetic,synthetic
0,normal,0.1578125,0.9328125,0.084375,0.05,74,581,128,613,syn_00241.jpg,syn_00241,synthetic,synthetic
